ITEM_ID,DIST_CODE,ITEM_NAME,RECEIPT_NAME,CATEGORY,UNIT,ITEM_TYPE,COMMENT,LATEST_PRICE,SUPPLIER_ID,U_ACTIVE_INA,U_BIZERBA,U_BRAND,U_CASE_SIZE,U_MINOR_REPO,U_COOKING_IN,U_COUNTRY,DATE_CREAT,DATE_MODIF,U_DESCRIPTIO,U_EXPIRY_DAT,U_INGREDIENT,U_KEYWORD,U_NOTES,U_ORDER,U_PLU,U_PRICE,U_SILVERWARE,U_SKU,U_STORAGE,U_STORAGE_TY,U_TYPE,U_UPC_CODE,U_USERNAME_C,U_USERNAME_M,U_PRICE_PER,U_TAX,U_SCALE
28122,,Oka,OkaCheese,Cheese,,Market,,132,14,Active,Yes,,,M - Cheese,,,07/04/2011,28/08/2011,"Oka is a smooth, creamy, semi-soft cheese with a mild, buttery taste that pairs beautifully with fruit, nuts, and vegetables. Because of its delicate flavor and soft texture, Oka cheese is a perfect choice for an after dinner cheese course.",,Cow's Milk,,Quebec,0.00,28122,5.590000000000000,,,,,,28122,Chris Klugman,Chris Klugman,100.0,0,
28233,,Marinated Flat Chicken,Flat Chicken Mar,Meat,,Market,,133,1,Active,Yes,,,M - Meats,,,04/08/2010,10/09/2011,,,,,,0.00,28233,7.990000000000000,,,,,,28233,Jon,Chris Klugman,0.0,0,
28247,,Edward Street Steakhouse Burger,EdwStSteakBurg,Meat,,Market,,134,1,Active,Yes,,,M - Meats,,,18/05/2011,28/08/2011,,,,,,0.00,28247,4.990000000000000,,,,,,28247,Chris Klugman,Chris Klugman,0.0,0,
28265,,Arctic Char Fillets,ArcticCharFillet,Fish-Seafood,,Market,,135,12,Active,Yes,,,M - Fresh Fish,,,04/08/2010,10/09/2011,,,,,,0.00,28265,18.990000000000000,,,,,,28265,Jon,Chris Klugman,0.0,0,
28266,swo,Swordfish,SwordFishLoin,Fish-Seafood,,Market,,136,12,Active,Yes,,,M - Fresh Fish,,,16/05/2011,29/08/2011,,,,,18.99,0.00,28266,41.780000000000000,,,,,,28266,Chris Klugman,Chris Klugman,0.0,,
28267,,Steelhead Trout Fillets,SteelheadTrout,Fish-Seafood,,Market,,137,13,Active,Yes,,,M - Fresh Fish,,,08/04/2011,28/08/2011,,,,,,0.00,28267,2.790000000000000,,,,,,28267,Chris Klugman,Chris Klugman,100.0,,
28276,,Beemster Extra Old,BeemsterExOld,Cheese,,Market,,138,1,Active,Yes,,,M - Cheese,,,26/08/2011,29/08/2011,"Beemster X-O- is revered by cheese connoisseurs for its amazing deep tastes of butterscotch, whiskey and pecan. Its deep tastes develop through natural aging of no less than 26 months in historic warehouses.Beemster X-O- is revered by cheese connoisseur",,,,,0.00,28276,7.500000000000000,,,,,,28276,Chris Klugman,Chris Klugman,100.0,0,
28277,GEX500,Epoisses Berthault ,Epoisses,Cheese,250g,Market,Epoisses Berthault (6 x 250gr) EACH,139,18,Active,No,,6,M - Cheese,,France,11/09/2010,28/08/2011,"A pungent washed rind cheese with a  powerful rich flavor, salty and creamy.",,,,,4.00,28277,28.990000000000000,,,,,,28277,Chris Klugman,Chris Klugman,0.0,0,
28288,,Beef Kebab,BeefKebab,Meat,,Market,,140,17,Active,Yes,,,M - Meats,,,04/08/2010,10/09/2011,,,,,,0.00,28288,3.950000000000000,,,,,,28288,Jon,Chris Klugman,0.0,0,
28304,Q 680,Riopelle,Riopelle,Cheese,,Market,Riopelle,141,14,Active,Yes,,,M - Cheese,,,08/04/2011,28/08/2011,"A triple cream cheese that has an almost fondue like texture. It has a smooth, buttery taste, with hints of hazelnuts and mushrooms. It is a raw milk cheese, with a bloomy  rind, reminiscent of rustic triple cream cheeses.",,Cow's Milk,,Quebec,0.00,28304,8.490000000000000,,,,,,28304,Chris Klugman,Chris Klugman,100.0,0,
28450,,PEI Grass Fed Blue Dot Striploin,PEIStriploin,Meat,,Market,,142,30,Active,Yes,McEwan,,M - Meats,,,08/04/2011,28/08/2011,,,,,17.99,0.00,28450,18.990000000000000,,,,,,28450,Chris Klugman,Chris Klugman,0.0,0,
28488,,Ricotta Cheese,RicottaCheese,Cheese,454g,Market,,143,32,Active,No,,,M - Cheese,,,04/08/2010,10/09/2011,"Literally meaning recooked ricotta is made from cooking down the whey, the liquid byproduct of cheesemaking.",,,,,6.00,28488,5.490000000000000,,,,,,065052044440,Jon,Chris Klugman,0.0,0,
28489,,Roquefort Legende,RoqueLegende,Cheese,,Market,,144,18,Active,Yes,,,M - Cheese,,,13/04/2011,28/08/2011,"This cheese has a distinct bouquet and a flavor that combines the sweet burnt-caramel taste of sheep's milk with the sharp, metallic tang of the blue mould.",,Sheep's Milk,,France,0.00,28489,7.590000000000000,,,,,,28489,Chris Klugman,Chris Klugman,100.0,,No
28490,,Mimolette Aged 18 Months,Mimolete18Mths,Cheese,,Market,,145,25,Active,Yes,,,M - Cheese,,,01/08/2010,29/08/2011,"A firm cheese with a very nutty flavor, made from pasteurized cow's milk. It's name comes from the French molle, meaning soft. Its orange colour comes from the natural dye annatto.",,Cow's Milk,,France,0.00,28490,11.490000000000000,,,,,,28490,Jon,Chris Klugman,100.0,,No
28491,ENB 320,Saxon Shire,Saxonshire,Cheese,,Market,Saxon Shires/County Choice 1.2kg,146,18,Active,Yes,,,M - Cheese,,,04/08/2010,10/09/2011,"A combination of five English cheeses: Cheddar, Cheshire, Derby, Double Gloucester and Red Leicester. Each cheese has its own distinct flavour that combine to create a deliciously complex taste.",,,,England,0.00,28491,5.190000000000000,,,,,,28491,Jon,Chris Klugman,100.0,,
28492,,Comte Reserve 18 Months,ComteReserve18,Cheese,,Market,,147,18,Active,Yes,,,M - Cheese,,,13/04/2011,28/08/2011,"Comté has a pale yellow interior, is firm and supple in texture and the rind should be thin and hard. The flavour is savoury, nutty, and sweet, almost like toffee.",,Cow's Milk,,France,0.00,28492,7.490000000000000,,,,,,28492,Chris Klugman,Chris Klugman,100.0,,No
28493,BIOB 60,Bio Bio Extra Sharp Cheddar Aged 3 Years,BioOrgChedder,Cheese,,Market,"X-Sharp (3 yr) Raw Milk, Organic Cheddar (2 kg)",148,18,Active,Yes,,,M - Cheese,,,11/07/2010,10/09/2011,,,Cow's Milk,,England,0.00,28493,4.990000000000000,,,,,,28493,Jon,Chris Klugman,100.0,,
28494,,Raclette,RacletteSwiss,Cheese,,Market,,149,18,Active,Yes,,,M - Cheese,,,18/08/2011,28/08/2011,"To experience the full flavour of this cheese, it is best heated under a grill or in front of a fire. Its taste changes from pleasant to full nutty, sweet and slightly fruity.",,Cow's Milk,,Switzerland,0.00,28494,4.890000000000000,,,,,,28494,Chris Klugman,Chris Klugman,100.0,,
28495,,Provolone,Provolone,Cheese,,Market,,150,18,Active,Yes,,,M - Cheese,,,04/08/2010,10/09/2011,"A traditional, creamery, stretched, curd cheese, aged for two to three months, provolone is an excellent all purpose cheese. Its mild taste makes it ideal for sandwiches and cooking.",,Cow's Milk,,Italy,0.00,28495,2.890000000000000,,,,,,28495,Jon,Chris Klugman,100.0,,
28497,ENB 220,Double Gloucester with Stilton,DbleGlcstrStlton,Cheese,,Market,Huntsman (Dble Gloucester w. Stilton),151,18,Active,Yes,,,M - Cheese,,,04/08/2010,10/09/2011,,,,,England,0.00,28497,6.390000000000000,,,,,,28497,Jon,Chris Klugman,100.0,,
28498,,Applewood smoked cheddar,SmkdApplwdChddr,Cheese,,Market,,152,39,Active,Yes,,,M - Cheese,,,08/08/2010,10/09/2011,"Smokey in flavour, this fairly dense cheese  is covered in mild paprika, giving it a unique golden-amber colour.",,Cow's Milk,,England,0.00,28498,6.290000000000000,,,,,,28498,Jon,Chris Klugman,100.0,,
28499,ENC 144,White Stilton with Mango and Ginger,StiltMangoGinge,Cheese,,Market,m White Stilton w. Mango/Ginger 2kg,153,39,Active,Yes,,,M - Cheese,,,13/04/2011,28/08/2011,"A delicious dessert cheese, this extra creamy cheese has pieces of mango and ginger to enhance its flavour.",,Cow's Milk,,England,0.00,28499,6.890000000000000,,,,,,28499,Chris Klugman,Chris Klugman,100.0,,
28500,ENB 430,Cheddar Cheese w/Caramelized Onions,CheddarCaraOnion,Cheese,,Market,WENSLEYDALE W. CARAMELIZED ONIONS (1.1 kg.),154,18,Active,Yes,,,M - Cheese,,,13/08/2010,29/08/2011,"The rich, sultry flavor of caramelized onions complements the dense, slightly crumbly true English cheddar in the best possible way.",,Cow's Milk,,England,0.00,28500,6.190000000000000,,,,,,28500,Jon,Chris Klugman,100.0,,No
28501,,Beemster Vlaskaas,BeemsterVlaskaas,Cheese,,Market,,155,18,Active,Yes,,,M - Cheese,,,08/04/2011,28/08/2011,"Creamy with a hint of sweetness, Vlaskaas is a Gouda-like cheese made from a centuries-old recipe re-discovered in 2004.",,Cow's Milk,,Holland,0.00,28501,5.790000000000000,,,,,,28501,Chris Klugman,Chris Klugman,100.0,,
28502,,Romano Pecorina,RomanoPecorina,Cheese,,Market,,156,18,Active,Yes,,,M - Cheese,,,01/08/2010,10/09/2011,"A hard, salty Italian cheese, suitable primarily for grating, made out of sheep milk.",,Sheep's Milk,,Italy,0.00,28502,5.390000000000000,,,,,,28502,Jon,Chris Klugman,100.0,,
28503,,Chaput Enchanteur,Enchanteur,Cheese,,Market,,157,18,Active,No,,,M - Cheese,,,07/08/2010,28/08/2011,This cheese develops a fine natural and slightly bluish crust. The touch of it's paste is firm yet flexible. It releases a pleasant acidulous flavor with a back taste of alfalfa.,,Goat's Milk,,Quebec,0.00,28503,11.990000000000000,,,,,,627843024774,Jon,Chris Klugman,0.0,,
28504,,Chaput Filou,Filou,Cheese,,Market,,158,18,Active,No,,,M - Cheese,,,26/08/2010,28/08/2011,"A Morbier type of cheese, with a line of Greek wood ashes running through the middle, it is soft, creamy and lightly sticking. Its taste asserts itself during the maturation process and can then bring out the complete richness of this cheese.",,Cow's Milk,,Quebec,0.00,28504,11.990000000000000,,,,,,627843024781,FileMaker Pro 11 Trial,Chris Klugman,0.0,,
28505,,Chaput St. Maure,StMaureChaput,Cheese,,Market,,159,18,Active,Yes,,,M - Cheese,,,17/09/2010,29/08/2011,"Its well balanced flavor and delicate grain makes it stand out from the group. It has the form of a cylinder with a hazelnut flavor as it ripens, it will melt on the palate. Covered with ashes from Greek olive wood so as to ensure that the acidity of the",,Goat's Milk,,Quebec,0.00,28505,11.790000000000000,,,,,,28505,Chris Klugman,Chris Klugman,0.0,,
28573,,Fleurmier,Fleurmier,Cheese,,Market,,160,35,Active,Yes,,,M - Cheese,,,31/03/2011,29/08/2011,"Fleurmier has a subtle floral scent, a result of the bacteria used to develop the bloomy rind. Its paste is snow-white, and also smells of mushrooms and earth.The flavour is mildly salty, deeply buttery, and develops a nip of bitterness from the rind as",,,,Quebec,0.00,28573,5.390000000000000,,,,,,28573,Chris Klugman,Chris Klugman,100.0,,
28574,,Old Amsterdam,OldAmsterdam,Cheese,,Market,,161,35,Active,Yes,,,M - Cheese,,,12/02/2011,28/08/2011,"Old Amsterdam is a Dutch gourmet cheese that is ripened to perfection and regularly checked for flavor. It is a gourmet cheese of exceptionally high and consistent quality, with a buttery mature aged Gouda flavor that cuts with ease.",,,,Holland,0.00,28574,6.390000000000000,,,,,,28574,Chris Klugman,Chris Klugman,100.0,,
28633,,Balderson 6 Year Old Cheddar,Balderson6YrChd,Cheese,,Market,,162,14,Active,Yes,,,M - Cheese,,,14/01/2011,10/09/2011,"Fully matured sharpness and flavour with a dry, crumbly texture and strong but pleasant aroma.",,,,,0.00,28633,3.790000000000000,,,,,,28633,Chris Klugman,Chris Klugman,100.0,,
28634,,Buffalo Mozzarella Balls,BuffMozzarella,Cheese,125gm,Market,,163,14,Active,No,,,M - Cheese,,,03/01/2011,10/09/2011,A mozzarella made from water buffalo milk.,,,,,0.00,28634,7.990000000000000,,,,,,062390120126,Chris Klugman,Chris Klugman,0.0,,
28635,,Buffalo Cherry Mozzarella,BuffChrryMozz,Cheese,180gm,Market,,164,14,Active,No,,,M - Cheese,,,06/01/2011,10/09/2011,,,,,vfr,0.00,28635,9.490000000000000,,,,,,062390120119,Chris Klugman,Chris Klugman,0.0,,
28636,,Burrata,Burrata,Cheese,250gm,Market,,165,14,Active,No,,,M - Cheese,,,15/01/2011,10/09/2011,"A fresh Italian cheese, made from mozzarella and cream",,,,,0.00,28636,15.490000000000000,,,,,,062390120133,Chris Klugman,Chris Klugman,0.0,,
28638,,Buffalo Ricotta 250g,BuffaloRicotta,Cheese,250gm,Market,,166,14,Active,No,,,M - Cheese,,,19/01/2011,28/08/2011,"Literally meaning recooked ricotta is made from cooking down the whey, the liquid byproduct of cheesemaking. This ricotta is made from the milk of the water buffalo.",,,,vgt,0.00,28638,6.590000000000000,,,,,,062390120140,Chris Klugman,Chris Klugman,0.0,,
28639,,Stracchino,Stracchino,Cheese,200gm,Market,,167,14,Active,No,,,M - Cheese,,,06/01/2011,28/08/2011,"Traditionally made from milk produced by cows in the autumn, stracchino is soft and tart.",,,,,0.00,28639,8.990000000000000,,,,,,062390120058,Chris Klugman,Chris Klugman,0.0,,
28659,,Brie Paysan,Brie Paysan,Cheese,,Market,,168,11,Active,Yes,,,M - Cheese,,,09/11/2010,28/08/2011,"A Quebec, organic, pasteurized cow's milk Brie-style cheese. Vegetarian friendly.",,Cow's Milk,,Quebec,0.00,28659,7.990000000000000,,,,,,28659,Chris Klugman,Chris Klugman,100.0,,
28660,,La Liberte,LaLiberte,Cheese,,Market,,169,11,Active,Yes,,,M - Cheese,,,23/11/2010,28/08/2011,"A Quebec, organic, pasteurized cow's milk, triple creme Brie-style cheese. Vegetarian friendly.",,Cow's Milk,,Quebec,0.00,28660,8.490000000000000,,,,,,28660,Chris Klugman,Chris Klugman,100.0,,
28728,FIB782,Celebrity Herb & Garlic Chub,HerbGarlicChub,Cheese,130g,Market,,170,18,Active,No,Celebrity,12,M - Cheese,,,28/01/2011,28/08/2011,,,Goat's Milk,,,0.00,28728,4.990000000000000,,,,,,628520900046,Chris Klugman,Chris Klugman,0.0,,No
28730,FIB781,Celebrity Fig Spread Chub,FigSpreadChub,Cheese,130g,Market,,171,18,Active,No,Celebrity,12,M - Cheese,,,19/11/2010,28/08/2011,,,Goat's Milk,,,0.00,28730,4.990000000000000,,,,,,628520225972,Chris Klugman,Chris Klugman,0.0,,No
28731,FIB780,Celebrity Cranberry & Cinnamon Chub,CranCinnaChub,Cheese,130g,Market,,172,18,Active,No,Celebrity,12,M - Cheese,,,20/12/2010,28/08/2011,,,Goat's Milk,,,0.00,28731,4.990000000000000,,,,,,628520225774,Chris Klugman,Chris Klugman,0.0,,No
28732,FIB783,Celebrity Honey Chub,HoneyGoatChub,Cheese,130g,Market,,173,18,Active,No,Celebrity,12,M - Cheese,,,02/12/2010,28/08/2011,,,Goat's Milk,,,0.00,28732,4.990000000000000,,,,,,628520125128,Chris Klugman,Chris Klugman,0.0,,No
28735,,Saint Agur,SaintAgur,Cheese,,Market,,174,18,Active,Yes,,,M - Cheese,,France,15/04/2011,28/08/2011,"St Agur offers an alliance between a rich, blue cheese flavor and a creamy, smooth texture. It not only promises the pleasures of a strong cheese, but it also melts away in the mouth. Not as salty as more traditional blue cheese, its tangy and creamy nat",,Cow's Milk,,France,0.00,28735,7.390000000000000,,,,,,28735,Chris Klugman,Chris Klugman,100.0,,No
28742,,Sea Bass Fillets,SeaBassFillet,Fish-Seafood,,Market,,175,13,Active,Yes,,,M - Fresh Fish,,,02/05/2011,28/08/2011,,,,,,0.00,28742,6.850000000000000,,,,,,28742,Chris Klugman,Chris Klugman,100.0,0,
28743,3305371,Fresh Pickerel Fillet,WildPickerelFill,Fish-Seafood,,Market,,176,2,Active,Yes,,,M - Fresh Fish,,Canada,17/11/2010,28/08/2011,,,,,19.99,0.00,28743,19.990000000000000,,,,,,28743,Chris Klugman,Chris Klugman,0.0,0,
28744,,Borgonzola Cheese,BorgonzolaCh,Cheese,1.5kg,Market,1.5kg wheel,177,2,Active,Yes,,,M - Cheese,,,10/09/2010,28/08/2011,"Mild and buttery, this Canadian cheese is similar to gorgonzola. Excellent for blue cheese debutantes.",,Cow's Milk,,Ontario,0.00,28744,4.550000000000000,,,,,,28744,Chris Klugman,Chris Klugman,100.0,0,
28749,,Emmental Cave Aged,EmmenthalAge,Cheese,,Market,,178,39,Active,Yes,,,M - Cheese,,,22/11/2010,28/08/2011,"In secluded caves near Lucerne, Emmental cheeses mature for about one year. Resting in cool, humid air of these unique sandstone caverns the cheeses acquire dense texture flecked with salt crystals. The result is a refined, yet intense flavor; strong and",,Cow`s Milk,,Switzerland,0.00,28749,4.490000000000000,,,,,,28749,Chris Klugman,Chris Klugman,100.0,0,
28750,FIB 200,Manchego 12 Month,Manchego12M,Cheese,,Market,"Manchego Dehesa Farmstead, 12 mth",179,39,Active,Yes,,,M - Cheese,,Spain,15/10/2010,28/08/2011,"The flavor is full of zest, with a firm yet moist texture. Manchego is ivory colored and has many holes in it, with a distinctive taste that lingers on the palate.",,Sheep's Milk,,Spain,0.00,28750,5.950000000000000,,,,,,28750,Chris Klugman,Chris Klugman,100.0,0,
28757,,Chicken Satays,ChickenSatay,Meat,,Market,,180,1,Active,Yes,,,M - Meats,,,20/09/2010,28/08/2011,,,,,,0.00,28757,1.990000000000000,,,,,,28757,Chris Klugman,Chris Klugman,0.0,,No
28759,,Geai Bleu,GeaiBlue,Cheese,,Market,,181,18,Active,Yes,,,M - Cheese,,Canada,05/10/2010,28/08/2011,"t exhibits a nice range of flavour without coming on too strong. it has a predominantly pale, fresh-looking paste. The edges of the cheese have a brown-orange hue with a buttery appearance at the ripest points. The aroma is of earth, with the richness of",,Raw Cow's Milk,,New Brunswick,0.00,28759,8.990000000000000,,,,,,28759,Chris Klugman,Chris Klugman,100.0,,No
28761,,Piacere,Piacere,Cheese,,Market,,182,11,Active,Yes,,,M - Cheese,,,15/10/2010,28/08/2011,"An Ontario, pasteurized sheep's milk cheese. Soft, herb and spice covered cheese. Vegetarian-friendly",,Sheep's Milk,,"Stratford, Ontario",0.00,28761,7.500000000000000,,,,,,28761,Chris Klugman,Chris Klugman,100.0,,No
28816,,Oro Nero,OroNero,Cheese,,Market,,183,3,Active,Yes,,,M - Cheese,,,17/11/2010,28/08/2011,,,Raw Cow's Milk,,,0.00,28816,5.790000000000000,,,,,,28816,Chris Klugman,Chris Klugman,100.0,0,No
28817,,Testun al Barolo,TestunalBarolo,Cheese,,Market,,184,3,Active,Yes,,,M - Cheese,,,04/10/2010,28/08/2011,Testun al Barolo is a semi-firm mixed milk cheese from the Piedmont region of Italy. The cheese has a beautiful complex flavor thanks the sweet and grassy milk from alpine pastures and its aging process. It ages for a minimum period of four months in sma,,Cow & Sheep's Milk,,Italy,0.00,28817,12.190000000000000,,,,,,28817,Chris Klugman,Chris Klugman,100.0,,No
28852,,Dry Salted Cod,DrySaltedCod,Fish-Seafood,,Market,,185,13,Active,Yes,,,M - Fresh Fish,,,26/11/2010,28/08/2011,ccs,,,,,0.00,28852,3.390000000000000,,,,,,28852,Chris Klugman,Chris Klugman,100.0,,No
28865,,Garlic and Rosemary Lamb Burger,GarRoseLamBurg,Meat,,Market,,186,17,Active,Yes,,,M - Meats,,,24/02/2011,28/08/2011,,,,,each,0.00,28865,3.490000000000000,,,,,,28865,Chris Klugman,Chris Klugman,0.0,,No
28866,ITB 540,Smoked Provolone,SmkdProvolone,Cheese,,Market,,187,18,Active,Yes,,,M - Cheese,,,12/08/2010,28/08/2011,,,Cow's Milk,,Italy,0.00,28866,2.890000000000000,,,,,,28866,Jon,Chris Klugman,100.0,,No
28867,GEX340,Chateau de Bourgogne,ChatBourgogne,Cheese,,Market,,188,18,Active,Yes,,,M - Cheese,,France,26/11/2010,28/08/2011,"This French gem is in the classic Normandy tradition of triple crèmes; the texture is rich and creamy while also being lighter and fluffier than in many cheeses of the style. The flavour is light, fresh, and with mushroom and hay notes.",,Cow's Milk,,France,0.00,28867,7.190000000000000,,,,,,28867,Chris Klugman,Chris Klugman,100.0,0,No
28868,,Salt Spring Truffle Chevre,SaltSpringTruff,Cheese,140g,Market,,189,35,Active,No,,,M - Cheese,,,01/08/2010,10/09/2011,,,,,British Columbia,4.00,28868,19.990000000000000,,,,,,6884250019456,Jon,Chris Klugman,0.0,,No
28869,,Frere Jacques,FrereJacques,Cheese,,Market,,190,14,Active,Yes,,,M - Cheese,,Quebec,20/08/2010,10/09/2011,"This delicate and subtle cheese is notable fors its gorgeous melting texture and subtle, delicate hazelnut taste. It is delicious with crusty bread and a tart jam.",,Cow's Milk,,Quebec,0.00,28869,4.090000000000000,,,,,,28869,FileMaker Pro 11 Trial,Chris Klugman,100.0,,No
28872,,Highland Blue,HighlandBlue,Cheese,,Market,,191,35,Active,Yes,,,M - Cheese,,,10/08/2011,28/08/2011,"Semi-firm, unpressed blue mold cheese. Fine blue-green veins throughout a moist cohesive, old-ivory coloured paste. Aromas are of damp slate and herbs (sage, marjoram). The cheese is full-flavoured, earthy and savoury with less salt and acidity than many",,,,,0.00,28872,9.990000000000000,,,,,,28872,Chris Klugman,Chris Klugman,100.0,,No
28874,00058,Mozzarella di Bufala Campana,MozzBuffCampa,Cheese,200g,Market,,192,32,Active,No,,,M - Cheese,,,20/08/2010,10/09/2011,,,,,frdg,0.00,28874,7.950000000000000,,,,,,8021602125009,FileMaker Pro 11 Trial,Chris Klugman,0.0,,No
28875,,Kusshi Oysters,KusshiOysters,Fish-Seafood,,Market,,193,13,Active,Yes,,,M - Fresh Fish,,,13/05/2010,28/08/2011,,,,,,0.00,28875,1.790000000000000,,,,,,28875,FileMaker Pro 11 Trial,Chris Klugman,0.0,,No
28880,,Edward Street Chicken Burger,ChickenBurger,Meat,,Market,,194,1,Active,Yes,,,M - Meats,,,10/12/2010,28/08/2011,,,,,each,0.00,28880,6.990000000000000,,,,,,28880,Chris Klugman,Chris Klugman,0.0,0,No
28918,,Appenzeller,Appenzeller,Cheese,,Market,,195,39,Active,Yes,,,M - Cheese,,Switzerland,10/08/2011,28/08/2011,"A hard cow's-milk cheese produced in the Appenzell region of northeast Switzerland. A herbal brine, sometimes incorporating wine or cider, is applied to the wheels of cheese while they cure, which flavors and preserves the cheese while promoting the form",,,,Switzerland,0.00,28918,4.590000000000000,,,,,,28918,Chris Klugman,Chris Klugman,100.0,,No
28923,,Lancashire,Lancashire,Cheese,,Market,,196,39,Active,Yes,,,M - Cheese,,England,10/11/2010,28/08/2011,"Made in Lancashire, England, this white cheese can range from soft to semifirm depending on how long it's aged. When young, the flavor is mild yet tangy. It becomes stronger and richer in flavor as it matures.",,Cow's Milk,,England,0.00,28923,3.290000000000000,,,,,,28923,Chris Klugman,Chris Klugman,100.0,,No
28946,,Mauritus Red Fish,MarRedFish,Fish-Seafood,,Market,,197,13,Active,Yes,,,M - Fresh Fish,,,01/08/2010,10/09/2011,,,,,,0.00,28946,2.890000000000000,,,,,,28946,Jon,Chris Klugman,100.0,,No
28947,,Mauritius Island Redfish,MaurIslRedfish,Fish-Seafood,,Market,,198,26,Active,Yes,,,M - Fresh Fish,,,26/11/2010,28/08/2011,,,,,,0.00,28947,6.290000000000000,,,,,,28947,Chris Klugman,Chris Klugman,100.0,0,No
28959,2214,Sweet & Mild Munchee,SwtMldMunchee,Cheese,,Market,,199,14,Active,Yes,,,M - Cheese,,,13/05/2010,10/09/2011,,,,,,0.00,28959,3.990000000000000,,,,,,28959,FileMaker Pro 11 Trial,Chris Klugman,100.0,,No
28960,,Monforte Dairy's Goat Gouda,MonforGoatGouda,Cheese,,Market,,200,11,Active,Yes,,,M - Cheese,,,11/12/2010,10/09/2011,,,Goat's Milk,,"Stratford, Ontario",0.00,28960,7.650000000000000,,,,,,28960,Chris Klugman,Chris Klugman,100.0,,No
28962,ENB 420,Wensleydale with Cranberries,CranWensley,Cheese,,Market,Wensleydale with Cranberries 1.0kg,201,39,Active,Yes,,,M - Cheese,,,15/10/2010,28/08/2011,"Meant to be a fresh cheese with a fresh, clean taste, with the tartness of the cranberries helping the cheese to act as a foil alongside overly rich servings of mince tarts or Christmas fruitcake",,Cow's Milk,,England,0.00,28962,6.190000000000000,,,,,,28962,Chris Klugman,Chris Klugman,100.0,0,No
28971,,Lamp Spedini,LambSpedini,Meat,,Market,,202,26,Active,Yes,,,M - Meats,,,01/09/2010,28/08/2011,,,,,per pack,0.00,28971,3.950000000000000,,,,,,28971,Chris Klugman,Chris Klugman,0.0,,
28985,,Lamb Souvlaki,LambSouvlaki,Meat,,Market,,203,17,Active,Yes,,,M - Meats,,,01/09/2010,28/08/2011,,,,,13.99,0.00,28985,30.780000000000000,,,,,,28985,Chris Klugman,Chris Klugman,0.0,,No
28986,,Ricotta Buffalo Cheese,RicottadiBuffaS,Cheese,250g,Market,,204,6,Active,No,,,M - Cheese,,,01/09/2010,28/08/2011,,,,,,0.00,28986,7.290000000000000,,,,,,8016784666136,Chris Klugman,Chris Klugman,0.0,,
29029,,Wild Whitefish,WildWhitefish,Fish-Seafood,,Market,,205,2,Active,Yes,,,M - Fresh Fish,,Canada,01/09/2010,28/08/2011,,,,,12.99,0.00,29029,28.580000000000000,,,,,,29029,Chris Klugman,Chris Klugman,0.0,,No
29032,,Wild Smelt Fillets,WildSmeltFillet,Fish-Seafood,,Market,,206,2,Active,Yes,,,M - Fresh Fish,,Canada,13/05/2010,10/09/2011,,,,,,0.00,29032,2.290000000000000,,,,,,29032,FileMaker Pro 11 Trial,Chris Klugman,100.0,,No
29045,,Jensen White Cheddar Aged Two Years,AgedWhiteChedd,Cheese,,Market,Jensen White Cheddar Aged 2 Years,207,18,Active,Yes,,,M - Cheese,,,09/12/2010,28/08/2011,,,Cow's Milk,,Ontario,0.00,29045,3.750000000000000,,,,,,29045,Chris Klugman,Chris Klugman,100.0,0,No
29046,,Jensen Medium White Cheddar,MedWhiteChedd,Cheese,,Market,Jensen Medium White Cheddar,208,18,Active,Yes,,,M - Cheese,,,20/08/2010,28/08/2011,,,Cow's Milk,,Ontario,0.00,29046,3.290000000000000,,,,,,29046,FileMaker Pro 11 Trial,Chris Klugman,100.0,0,No
29047,,Migneron de Charlevoix,MigneronCharlev,Cheese,,Market,,209,18,Active,Yes,,,M - Cheese,,,20/08/2010,28/08/2011,"The name Migneron de Charlevoix commemorates Anne Migneron, the first wife of Robert Gabriel Dufour, the first Dufour to come to Quebec from France, some time between 1640 and 1650.The washed rind is peach-coloured with a smattering of golden straw ton",,Cow's Milk,,Quebec,0.00,29047,8.750000000000000,,,,,,29047,FileMaker Pro 11 Trial,Chris Klugman,100.0,0,No
29075,,Chilean Sea Bass,ChileanSeaBass,Fish-Seafood,,Market,,210,13,Active,Yes,,,M - Fresh Fish,,,20/08/2010,28/08/2011,,,,,,0.00,29075,6.850000000000000,,,,,,29075,FileMaker Pro 11 Trial,Chris Klugman,100.0,,No
29163,Beef,Local AAA NY Striploin,AAANYStriploin,Meat,,Market,,211,1,Active,Yes,,,M - Meats,,,11/09/2010,10/09/2011,,,,,12.99,0.00,29163,28.640000000000000,,,,,,29163,Chris Klugman,Chris Klugman,0.0,,
29164,Beef,Local AAA Rib steak,AAARibSteak,Meat,,Market,,212,1,Active,Yes,,,M - Meats,,,20/08/2010,10/09/2011,,,,,10.99,0.00,29164,24.230000000000000,,,,,,29164,FileMaker Pro 11 Trial,Chris Klugman,0.0,,
29165,Beef,Local AAA Rib eye,AAARibEye,Meat,,Market,,213,1,Active,Yes,,,M - Meats,,,15/10/2010,28/08/2011,,,,,11.99,0.00,29165,26.430000000000000,,,,,,29165,Chris Klugman,Chris Klugman,0.0,,
29166,Beef,Beef Short Rib,BeefShortRib,Meat,,Market,,214,30,Active,Yes,,,M - Meats,,,01/08/2010,10/09/2011,,,,,6.99,0.00,29166,6.990000000000000,,,,,,29166,Jon,Chris Klugman,0.0,,
